Unnamed: 0,text,original_label,label_auto,confidence
48106,"""October Sky"" is a film that will steal your heart, fill your mind with vivid imagery, and lift your spirit. The tale of Homer Hickham and his dream of creating a rocket seem so simple at first, especially when the film is set in a mining town, where the future is as clear cut as the lumps of coal in the mine. But Homer cannot follow in his father's footsteps. With the encouragement of Miss Riley,(a friendly teacher), members of his father's staff, and his friends, Homer attempts to make his dream a reality.<br /><br />Yet as in any true to life story, there are many stops along the way. Director Joe Johnston lowers us into the coal mines, where we witness the chilling plight of miners stooped beneath a ceiling of rock. With lit helmets and bent posture, they resembled alien insectoids more than humans in the darkness. The hacking coughs of the miners and the blackened faces were a constant reminder of the danger the miners faced in their work.<br /><br />Contrasting the mine shaft's lugubrious load are the images of Homer and his friend's rocket launches. Underneath the blue bowl of sky, rockets are placed upon a pad and launched into the stratosphere...And nothing can match the scene when Homer sees Sputnik for the first time.<br /><br />Yet what makes the film so endearing is the relationship between the characters. Homer's father is a classic hardened man...but he has a soft side as well. We see that he does love his son, despite their many arguments. The love and support of Miss Riley is evident as well. Best of all, the film is uncomfortable. It doesn't tie everything up in a nice bow. It tears at you, lifts you up. It keeps an air of reality, which is important in a film like this.<br /><br />This film can be considered a complete work. At first, I was disappointed that the film did not continue with Homer's life. I didn't want it to end. Then I realized...that's what a good film does to a person. If it has done its job, you won't want it to end. And ""October Sky"" accomplishes just that.",1,positive,0.95
44519,"The tweedy professor-types thought they had it all figured out. Today's peoples who inhabit Polynesia descended from migratory Asians, intrepidly moving from the Far East, island to island, eastward into Tahiti and all the other exotic tropic isles of the South Pacific over thousands of years. But the established thinking just didn't sit well with young Norwegian ethnographer Thor Heyerdahl. If that explanation were true, how come some folks born and bred in those islands have traditions, artwork, and physical features resembling not those from Asia, but South America? How can the vegetation of Ecuador, Peru and Chile look so much like what you'd find on the island several thousand miles away? Is it just a coincidence that the Islanders point out to sea in the direction of South America and say that is where their ancestors came from, led by Tiki, their equivalent of Adam? Meanwhile, how is it Norwegians speak of Scandanavian forerunners who were chased from the South American continent they had colonized, and, together with some of the native peoples they befriended, set off over the sea -- heading WEST? It's all too much to be a coincidence to Heyerdahl. With an amazing amount of moxie, a handful of crewmen, and the local know-how for traditional raft-building, an expedition begins. It's as much a trip into the human imagination as it is a pseudo-scientific demonstration that such a journey is possible with only the very basics of tools and seamanship. The Oscar-winning documentary may be dated in its tone and Anglo-ethnocentric approach, but it soars with a spirit of adventure besting even the space program that launched a decade later, as men are willing to risk it all to test a theory they think is true. Wonderful. Do yourself a favor and read the book first. It is an amazing page-turner and the perfect setup for the newsreel-style movie.",1,neutral,0.85
613,"This movie is ridiculous. It's attempting to be a comedy but the screenplay is horrible. The whole movie is done in low light and you cant grasp the fact that it's a comedy. Truly is bad cinematography. You really have to sit there and watch it to realize there's a few jokes here and there going on but either way they're all inside jokes amongst themselves. This is more like a wannabe drama flick that went bad. It really is a very pointless movie.Their expressions reveal nothing but dismay and disaster which turns out that way anyway. Unless you want to be bored out of your ass, I suggest you stay away from this gag of a movie.",0,negative,0.95
48162,"This is one of the most brilliant movies that I have seen in recent times. Goes way above even any international movie of any repute. I am really surprised why this has not received the recognition it deserved. Sonali Kulkarni winning the National Award is perhaps the only consoling fact. Renuka Daftardar simply amazes as she speaks volumes through her eyes. There are a few scenes that stand out: When Gauri comes back from the city on Krishna's wedding, she and Krishna meet for the first time in many years. Krishna notices a change in Gauri, but not a single line of dialogue is said. The entire gamut of emotions is conveyed through subtle mannerisms and the eyes. There's another towards the end when Krishna pleads to Abhay Kulkarni to marry Gauri instead. If you are not moved by that scene, you don't have a heart.<br /><br />Watch this movie for sheer movie-making brilliance and acting capabilities.",1,positive,0.95
19324,"After seeing the previews awhile back, I looked forward to seeing Steve Martin in a comedy that I thought might be a keeper. Unfortunately, I was wrong. Problem was, the previews were the only funny parts to the movie. The rest of the movie was pretty much a bunch of junk, scenes that have been done to death and characters we've all seen a thousand times.<br /><br />This movie was proof positive that if you put enough cash on the table, you can talk anybody into anything. Steve Martin is a favorite of mine but this one was a big clunker. The only actor in the movie who was worth watching was Eugene Levy; he was the best of a mighty lame group.",0,negative,0.95
37474,"THE CELL fascinated me at first glance. I was a bit surprised about that fact, because the story of that movie is absolutely boring. If it had no story, the film would be better. Bunuels ""Un chien andalou"" comes to my mind- a film without story, but also with fascinating and sometimes disturbing images. But THE CELL is at first a Hollywood-Movie, and only second a piece of art. I'm very interested in Tarsem's next project. Hamlet on Indian could be very interesting, especially when it has the same looks as THE CELL.<br /><br />For film music enthusiasts: Howard Shore's score for THE CELL is absolutely marvelous, but a hard listening experience, because of its very modernistic style.",1,neutral,0.75
9382,"It all begins with a series of thefts of seemingly unrelated objects in a hostel for students on Hickory Road, London. Concerned for her sister, who is the housekeeper there, Miss Lemon asks Hercule Poirot to look into the matter. He agrees, but soon the stakes get higher when a girl, who had admitted that she was responsible for most (not all) of the thefts, is found murdered.<br /><br />""Hickory Dickory Dock"" is a solid brain exercise, without being as mind-numbingly complicated as ""One, Two, Buckle My Shoe"". Murder, theft and diamond smuggling are the crimes involved, and the final twist that ties everything together is revealed only in the last 2 minutes! The characters are interesting, particularly the psychology student Colin McNabb and the mysterious American girl Sally Finch, Inspector Japp has his funny moments (in perhaps the closest this series has come to ""toilet humor""), and Miss Lemon gets a more integral part to the story than usual. (***)",1,neutral,0.85
15521,"Okay, I haven't read the book yet but I have to say that the lead character was miscast. How can I say such a thing haven't read the book you ask? It's simple. As a viewer of this miniseries, I grew irritated by the mannerisms, gestures and look of the lead character, Fannie Price. It's one thing to be a good person but it's quite another to be a stick in the mud creature who disdains from looking anyone in the face or otherwise meeting their gaze. Apart from the overdone ""Susan B. Anthony"" profile, she seemed resolute in refusing to look at another person. The scene where Edmond is pouring his heart out to her, she is looking straight ahead the whole time, forcing him to do the same. As a result, it was just awkward and I just couldn't fathom anyone being in love with her let alone both Henry and Edmond. Many have said it was true to the book, if that is the case I find it hard to believe that Jane Austen would create such a character as her lead heroine. It's possible to create a character who has been put upon by others and succeeds in earning their trust and endearment but the portrayal of this character in this miniseries just didn't do it for me.",0,negative,0.85
17589,"This movie is simply far too long, far too repetitive, with the male nudity and sexuality being (as this is said as a gay with my own collection of adult titles) far too gratuitous and unnecessary. Much of the first third of the movie could have been cut down to ten minutes and been equally as effective without trying the patience (and stamina) of an audience.<br /><br />I saw this movie on an early Saturday afternoon, with a film festival audience; the type of crowd that tends to be more adventuresome, interested in more experimental or atypical films, such as one without much dialog, shorts, foreign films. The near sell out crowd in an approximate 275 seat theater started to dribble out within the first half of the movie and while the great majority did stay for the ""pay off"" (which never actually arrived), I have never, in about 14 years of attending any number of film festivals, experimental, gay and otherwise, seen such a large number of people walk away from a film. <br /><br />This movie could easily have been cut down by more than half and been as effective as it was. It also could have gone in different directions, still with a shorter running time, and been far more effective.<br /><br />As it currently exists, this is not something that one can readily recommend or one I would have any desire to watch again.",0,negative,0.95
41044,"Anything that might have been potentially interesting in this material is sunk in the first few seconds with a disclaimer that the events we're about to see can't ever be known and ""This is the whisper [rumor] most often told"" about one of Hollywood's most sensational ""mysteries.""<br /><br />Okay. So we're not getting anything new (and E!'s ""Mysteries & Scandals"" gives you a better foothold on the particular incident...and that's not much of an endorsement). What do we get?<br /><br />We learn that Hollywood is a nest of viper's and decadents. No big news there. More interesting we learn what a washed up director is willing to do to regain his position of power in the entertainment industry and/or political establishment. It raises the question of whether Peter Bogdanovich is speaking from his own experience through these characters. But what's told is so cynical and ugly and muddled, we're left feeling guilty for witnessing a bunch of hooey that passes itself off as history.<br /><br />The tone of the film has a curious madcap quality that I found more irritating than fun. We're not empathetic with anyone. And the great ""Citizen Kane"" polishes off the relationship between Davies and Hearts in a much more convincing way. In ""The Cat's Meow"" we're not ever sure of Davies motives for being with Hearst. As soon as we're told one thing, she's off doing the other.<br /><br />And are we to believe that Davies was the love of Chaplain's life? Or is he just trying to cockold one of America's most powerful--and apparently moronic--citizens. The film never makes it clear.<br /><br />What is convincing are the production values. There's a glorious recreation of the yacht and period costumes. I got more out of looking at the construction of some of the lapels on the men's jackets than following a story that libels many of the the most well-known personalities in Hollywood history. No one will remember that the screenplay is pure fiction. The disclaimers that frame the film only make it all the more tentative and unsatisfying.<br /><br />The performers can't be faulted, although Meg Tilly goes way past parody here. Kirsten Dunst never disappoints. She gives the most sincere performance in a sea of scenery chewing. Only Joanna Lumley rises above the material, but so much so that she seems to be distancing herself from the whole enterprise rather than narrating it. One of her first lines is, ""I'm not here!"" And I'm sure she wishes she wasn't.<br /><br />This isn't on par with Bogdanovich's trashy, so-bad-it's-good ""At Long Last Love."" It's perched on attempting something serious, but hesitates and stumbles chiefly because it's so full of bitterness towards ""the beast"" named Hollywood. This is ""National Enquirer"" filmmaking. And it not only soils the names of those who the film places on board the Oneida that weekend, but the audience gets pretty dirty as well.",0,negative,0.85
24320,"*SOILER* It's fake! The whole thing is a fake! There is no ghosts or zombies, Alan is a Lord and his cousin or brother or half brother or something like that wants the castle and his title for himself. So he invests this overly complicated and needless pointless plan ala SCOOBY-DOO to drive Alan to commit suicide. Most of the movie is him picking up redheads and attacking them. He's not even killing them. He drops off to sleep and the girl vanishes and he thinks he buried them someplace. If he looked at the so-called ghost of Evelyn, he could tell she was wearing gloves! My God what a waste of time. Don't bother watching it, renting and if you bought it and haven't watched it yet, sell it. Quickly! Do yourself a favor and stay away from THE NIGHT EVELYN CAME OUT OF THE GRAVE. I give this stinker the CRAP-O-LANTERN.",0,negative,0.95
30719,"It seems at least vaguely possible that this movie provided a bit of inspiration for ""The Sopranos,"" as its main character, Martin Blank (John Cusack) is a hit man who has so many issues from his past and his profession that he's in therapy trying to deal with it all. Everything finally comes to a head at his 10-year high school reunion. The problem was that by the time Blank got to the reunion I had stopped caring. Frankly, I found this movie a drag from start to finish.<br /><br />It had potential. There was a reasonably good cast, headed by Cusack and Dan Aykroyd, playing Grocer, his arch-rival in the hit-man business, along with Minnie Driver as Debi, Blank's high school sweetheart who he stood up on prom night, and a limited role for Alan Arkin as Dr. Oatman, Blank's psychologist. That fairly talented cast never really seemed to come together, though. The drama lacked intensity and the comedy lacked real humour. What I thought had the most potential to be a comedic storyline was Grocer's proposal for a hit man's union, but aside from becoming a bit of a running joke, the idea never really got developed. As for the romance, one wondered why Debi would even think of letting this guy back into her life.<br /><br />There were a handful of chuckles, but nothing really caught me and held me and I spent most of the movie wondering whether this thing was ever going to start to click. It never did - not for me, at least. 2/10",0,negative,0.95
27798,What can I say? I know this movie from start to finish. It's hilarious. It's an strong link to my past and will change the way I view film in the future. Hypothetically speaking :) The down-fall? There's no Socrates Johnson!,1,positive,0.95
42738,"It's utterly pointless to rate this film. It's as if you would condemn (or praise) the newly born for his future life. Instead look at it as a powerful meditation at what could have been and what has been in the past 100+years. One hundred and eight years of the cinematograpy: what has become of the babe? I like to contemplate on what would have (creatively) happen if Europe wasn't interrupted (devastated) twice by the great wars of the XXth century. On her ruins the bogus neon castle of the non-creative and reactionary circus named Hollywood erected itself. Before 1914 French, Italian and Scandinavian cinemas were leading the way both financially and of course creatively. French film in particular was already threading some very original and creative pathways that could have (if not interrupted) possibly altered the medium history in some unimaginable ways. One wonders what the film history would look like today if it wasn't stultified and choked by the mercantile and cheap political agenda of the Hollywood's 80+ years of, what Chekhov might define as the reek of greed and harlotry... Be it as it might, please at least become aware of La Sortie as the key (or at least one of them) to the ""Kingdom"". Thus the birthplace of Cinema : Lumiere Brothers Factory, Lyon, France The date: March 19th 1895 (there's also a replica reel shoot in the Summer of 1895 so if you notice Summer lights and the workers' lighter clothing: that was the version shown to THE VERY FIRST PEOPLE WHO EVER SAW THE MOVING IMAGES. *Louis Lumiere: creative ideas, cinematography, direction it was all Louis' own domain because Auguste took care of the rest (money). *First film reels were all fifty seconds long: the camera(=le Cinematograph) & the cameramen (le cinematographer) having only paltry fifty seconds to make things happen! *Apparently Le Institute Lumiere has managed to preserve around 1500 of these first films executed mostly by an industrious brigade of Loumiere travelling cinematographers criss-crossing the globe. ***So, all the stars in starry heavens and a minute of silence for perhaps the most magical invention in Human history (so far).",1,neutral,0.85
11329,"The most positive points in this film were the credits (text style) and some moments in Ice-T's acting. The story-line; two rival gangs having to fight it out, with the sub-plots of betrayal, power and change are well worn plots but in this case painful(very) to wade through. The decrepit scenery, which added slight believability in places, and questionable lighting, constantly distracted from any interest/identification with the characters (the shine off of the actress's forehead/nose was blinding, not to mention other scenes with the same problem.) Not even half way into the film I wanted to know more about how and why it came about as opposed to what was going on on screen. A disappointment if you have seen Ice-T in other roles. Kudos to other actors/actresses who seemed to get into their roles despite the weak direction; Corrupt's side kick and the other restaurant worker.",0,negative,0.85
47022,"Directors of ""The Messengers"" Danny Pang and Oxide Pang are responsible for ""The Eye"" and its sequel and their premiere American picture plays like ""The Grudge""-lite set in a farmhouse.A family of four move from Chicago to a run-down sunflower farm in rural North Dakota.Almost immediately their teenage daughter Jess starts seeing ghosts.Of course her parents and the police are skeptical.Admittedly the film is well-made and there are two or three effective scares,but relies too much on 'boo' effect.Still the plot is a carbon copy of many ghost stories and the ending is anti-climatic and stupefyingly awful.Scares are on the low side too with a tendency toward CGI.Overall,""The Messengers"" is a pretty weak horror film that simply doesn't deliver.4 out of 10.",0,neutral,0.7
32107,"Man On Fire tells a story of an ex-special forces guy with a drinking problem who accepts a job as a personal bodyguard of a little girl in Mexico during the wave of kidnappings for ransom. At first he's not to friendly, but then they befriend with each other, he decides to stop drinking etc., etc... then one day she gets kidnapped... and killed...<br /><br />And HE, won't stop at anything to get the revenge.<br /><br />That's basically the story of Man On Fire but expect some big twists at least a few times including the ending which is beautiful and will probably make you cry.<br /><br />That's also because of the great music Harry-Gregson Williams with Lisa Gerrard (Gladiator) composed.<br /><br />But the strongest part of the movie... wait... the thing is, everything here is perfect.<br /><br />First - acting. Denzel Washington is at his best, Mickey Rourke and Christopher Walken good as always, great Radtha Mitchell and AMAZING young Dakota Fanning. And that's not the end of the list...<br /><br />Then come the cinematography which is dazzling and along with superb editing, should have won an Oscar for sure.<br /><br />The story is... not just a revenge movie. The story is intelligent, the story makes you think... and is pure beautiful. Really.<br /><br />This is one of those movies you need to see in your lifetime, at least once!",1,neutral,0.7
27037,"This movie was really interesting... it also is quite shocking as the similar events of the movie occurred only 10 months after the movie premiered.<br /><br />it was interesting seeing the problems that could be encountered and realistic enough to show that no matter how prepared you think you are - you aren't. if this was made for an American audience - it would be different because they would have used this as a full propaganda film and not as a wake call which the BBC did! it still is propaganda, in some extend - no film today with these themes can not be - but it dealt with the issue successfully.<br /><br />a film that should be shown in all terrorism/counter-terrorism courses but will not because it shows faults which is not allowed to be acknowledged! A great film in which the BBC took a few risks and unfortunately, London does not need a fictional tale any more, due to the reality of July 7 2005.",1,positive,0.85
23450,"Savage Island's raw savagery will scare the hell out of you! Trust me.<br /><br />When the boy of the estranged Savage Family is run over by some city slicker tourists, Pa Savage wants revenge, and he'll stop at nothing until he gets it.<br /><br />This is a real horror film with some truly wonderful horror moments.<br /><br />Also, the negative review clearly comes from someone who lacks proper knowledge of film. The filmmakers chose the lighting and camera-work in order to reflect the dark, murky, and egdy mood of the story; in other words, to obtain a certain aesthetic. <br /><br />In fact, the film has won SEVERAL horror film festival awards.",1,positive,0.85
13452,"Zombi 3 starts as a group of heavily armed men steal a experimental chemical developed to reanimate the dead, while trying to escape the man is shot at & the metal container holding the chemical is breached. The man gets some of the green chemical on a wound on his hand which soon after turns him into a flesh eating cannibalistic zombie. Within hours the surrounding area is crawling with the flesh easting undead on the look out for fresh victims, Kenny (Deran Sarafian) & his army buddies find themselves in big trouble as they stop to help Patricia (Beatrice Ring) & her friend Lia (Deborah Bergammi) who has been pecked by zombie birds (!). General Morton is in charge of the situation & has to stop the zombie plague from spread throughout the whole world! But will he & his men succeed?<br /><br />This Italian produced film was to be directed by Italian zombie gore film auteur Lucio Fulci but the story goes he suffered a stroke & therefore couldn't finish the film so producer Franco Gaudenzi asked second unit director Bruno Mattei & writer Claudio Fragasso to step in & complete the film. Apparently Mattei & Fragasso did more than just finish it they actually disregarded a lot of the footage Fulci shot & added a lot of their own & Zombi 3 ended up as nearly a straight 50/50 split. The script by Fragasso is an absolute mess, none of it is well thought out & is just as stupid as it gets. The scenes of zombie birds attacking people are not only technically inept but the whole idea is just absurd. The zombies themselves have no consistency whatsoever, look at the scene where Patricia is on the bridge & the zombies are slow as they shuffle along but then look at the scene earlier on where she was attacked by the zombie with the machete because that one runs around like it's on steroids, then for no reasonable explanation about 10 minutes before the film finishes the zombies suddenly develop the ability to speak which also looks daft. There are so many things wrong with Zombi 3, scene after scene of terribly thought out & ineptly directed action, awful character's & really dull broken English dialogue which doesn't make sense half the time. Then there's the embarrassing scene where the zombie head inside the fridge suddenly develops the ability to fly through the air & bite someones neck, the scene when the guy's in white contamination suits at the end are about to kill Kenny & Roger but instead of using their automatic rifles they decide to try & kill them by hand, even when Kenny picks up a gun himself they still refuse to use their rifles & when Kenny starts to shoot them all they still refuse to use their rifles & it's one of the most ineptly handled scenes ever put to film & then there's the end where Kenny takes off in the helicopter but can't rest it down on the ground for literally a few seconds to pick his buddy up & then a load of zombies suddenly spring up from under some piles of grass, what? Since when did zombies hide themselves yet alone under piles of grass? This all may sound 'fun' but believe me it's not, it's a really bad film that is just boring, repetitive & simply doesn't work on any level as a piece of entertainment except for a few unintentional laughs.<br /><br />It's hard to know who was responsible for what exactly but none of the footage is particularly well shot. It has a bland lifeless feel about it & for some reason the makers have tried to bath every scene in mist, the problem is they clearly only had one fog machine & you can see that at one corner of the screen the mist is noticeably thicker as it is coming straight out of the machine & thinning out as it disperses across the scene. Since a lot of it is set during the day it doesn't add any sort of atmosphere whatsoever & when they do get it right & the mist is evenly spread across the screen it just looks like they shot the scene on a foggy day! The direction is poor with no consistency & it just looks & feels bottom of the barrel stuff. Even the blood & gore isn't up to much, there's a gory hand severing at the start, a scene when something rips out of a pregnant woman's stomach, a legless woman (what actually took her legs off in the pool by the way & why didn't it take the legs off the guy who jumped in to save her?) & a few OK looking zombies is as gory as it gets. For anyone hoping to see a gore fest the likes of which Fulci regularly served up during the late 70's & early 80's will be very disappointed, there aren't any decent feeding scenes, no intestines, no stand out 'head shots' & very little gore at all.<br /><br />Technically the film is poor, the special effects are cheap looking, the cinematography is dull, the music is terrible, the locations are bland & it has rock bottom production values. This was actually shot in the Philippines to keep the cost down to a minimum. The entire film is obviously dubbed, the acting still looks awful though & the English version seems to have been written by someone who doesn't understand the language that well.<br /><br />Zombi 3 is not a sequel to Fulci's classic zombie gore fest Zombi 2 (1979), it has nothing to do with it at all apart from the cash-in title. I'm sorry but Zombi 3 is an amateurish mess of a film, it's boring, it makes no sense, it's not funny enough to be entertaining & it lacks any decent gore. One to avoid.",0,neutral,0.8
44415,"Greetings again from the darkness. Mary Heron is amassing quite the list of films which provide a glimpse into their specific era. Her previous ""I Shot Andy Warhol"" and ""American Psycho"" were at their best when commenting on the quirkiness of society during that period. Although ""The Notorious Bettie Page"" is obviously about Ms. Page, it is every bit as much a peak behind the curtain at the world of kinky photo shoots in the 50's.<br /><br />The film is fun to watch both from the perspective of the story and the technical aspect of the way it was filmed and put together. The grainy B&W film and photos capture the time and the introduction of color in Miami Beach through the photos of Bunny Yeager is very well done.<br /><br />The supporting cast is strong with David Strathairn (fresh off his Edward R. Murrow role), Chris Bauer (as Irving Klaw) and Lili Taylor. The star of the film is the wonderfully talented and underrated and underworked Gretchen Mol. Ms. Mol always brings an edge and spirit to her roles. She was absolutely mesmerizing in the little seen, Jason Alexander directed ""Just Looking"" in 2000. Here she is the notorious Bettie Page. Her smile is captivating and her body is flawless. She really seems to enjoy this role and helps us understand how the girl next door from Tennessee could become the underworld Pin-up queen.<br /><br />As one would expect, the soundtrack from the era is terrific. Patsy Cline and Peggy Lee are just two of the featured performers. Although the film hints at providing a history into this industry, the final third kinda falls flat preventing pure movie magic. But the magic of Gretchen Mol and Bettie Page make this a fun movie to watch and one that will yield endless showings on HBO in the near future. Now will someone please turn Ms. Mol into the star she should be?",1,positive,0.85
43642,"I absolutely loved this film... So much emotion in such a small amount of time. I loved the beginning and how it completely throws you off guard. I love the story and the deer being brought in. i know that when i think of deer i think of innocence, and prosperity. Also, in Psalm 42:2 in the Bible it says, ""As the deer pants for the water brooks, So pants my soul for You, O God"". Which could even connect the last moment when the woman says it will be okay. As if she knows she's going with God. Perhaps I am thinking way to much into it. But sometimes it is interesting to see what goes on through peoples' minds. Thank you for sharing this masterpiece with viewers everywhere. I live in Texas and I had it playing on cable... I immediately got onto the computer to find out more about this film and this amazing director! I really liked the music that was used in the background. Music can sometimes make or break a film. It definitely set the mood perfectly. Very nice choice!<br /><br />Thanks again.<br /><br />Laetitia",1,positive,0.95
10128,"A mock documentary about a pair of Canadian producers, Bobby Myers (Matthew Modine) and Paul Linder (Saul Rubinek), trying to make their first film in the late 1970s. Hollywood North is the comic tale of their struggle to pull everything together, despite a number of conflicting threads.<br /><br />Hollywood North works as a film in a way very similar to why This Is Spinal Tap (1984) works so well. Namely, although exaggerated in some ways, it is very close to the truth, and the truth consists of ""behind the scenes"" facts that are very different than the public face of the industry. It isn't easy to make a film, and it must have been especially difficult in Canada in the late 1970s. Films involve tens, if not hundreds, of people. Many have incompatible desires, motivations and personalities. Especially crucial are the financiers and the on-screen talent, as if either drops out or becomes undependable at any stage while the film is in production, it could jeopardize the whole affair, either necessitating extensive reshoots or abandoning the film altogether.<br /><br />So it's not surprising that Hollywood North focuses on those kinds of relationships. The result is an excellent film that is both hilarious and tragic at the same time. The script is flawless and the performances are top notch. This is a must-see for any budding filmmaker and anyone with a serious interest in the craft of film-making. It should also be more than entertaining for any viewer with a modicum of intelligence and a sense of humor.<br /><br />A 10 out of 10 from me.",1,positive,0.85
46272,"Maybe I expected too much of this film, but at the very least a comedy should be funny, and this one has very few amusing moments. It manages to be insulting to homosexuals, heterosexuals, women, the obese, and probably several other groups as well. The scene at graduation where _everyone_ claims to be gay is one of the most distasteful I have ever seen.<br /><br />Tom Selleck and Matt Dillon are ridiculously miscast and Kevin Kline seems bemused most of the time.<br /><br />Other reviewers compare the film to ""Will and Grace"", but at least ""Will and Grace"" _is_ funny.",0,negative,0.95
11301,"Refreshing `lost' gem! Featuring effective dialog combined with excellent acting to establish the characters and involve you enough to care what happens to them. The Douglas and Widmark characters are realistic heroes. Palance is his usual evil presence. Widmark win the fisticuffs fight scene, a car chase of less than 60 seconds with a `logical' end, and a lengthy chase on foot that shames the overdone chase sequences of contemporary Hollywood. You know how it will likely end, but the suspense and interest are sustained throughout. The end of the chase is one of the most realistic you will ever see. The film seems to slow a little past the middle, but stay with it for the rewarding conclusion.",1,positive,0.95
19606,"This movie is fun to watch. If you liked ""Dave"" with Kevin Klein, you will get a kick out of this. Think ""Dave"" gone South American as Dreyfus plays Jack Noah, an actor between jobs, who is hand selected by the head of the island nation of Parador's secret police, to replace the drunken sot of a dictator, Alfonse Simms, after he has had a heart attack and died. Noah bumbles along, aided in his role by the ex-dictator's mistress, as they attempt to thwart the plans of Raul Julia. Jonathan Winters also makes an appearance as a hearty American émigré who turns out to be CIA. ALso starring Polly Holiday and Fernando Rey. <br /><br />There are a few absurd moments such as the body of the old dictator be kept frozen for a year, and the final scene, where Sonia Braga, who has bee cradling the bloody, bullet riddled body of Dreyfus is seen moments later all in pristine white, with nary a smudge on her. But all in all it is a great romp.",1,positive,0.95
16646,i love bed knobs and broomsticks so much that it makes me cry a thousand tears of joy every time i have the magnificent pleasure of seeing it. i would also like to reiterate the simple fact that i love it so much.too much some have said. i have 27 copies on video and i love them all equally. i also love anyone else who loves it. i love you. my favourite scene is the dance scene at portobello road. i have learned the dance moves and practice it everyday. i have some audio recordings of myself singing the song. if anyone can play the drums or guitar i am thinking of forming a bed knobs and broomsticks band.i hope to call it 'the knobs'. love me (liz),1,positive,0.95
32312,"Whoo-boy, that was definitely one of the worst flicks I've seen all summer. Granted, it was on Sci Fi, and I don't watch much Sci Fi, but man, talk about a razor thin plot and two dimensional characters to the max.<br /><br />The characters were stereotypical and overdone, the plot and setting were unbelievable, the vampires were less intimidating, more funny-looking, the gore was unnecessary, the special effects were down-right horrible, and the ending? Well, the only thing unpredictable about the ending was when suddenly the tomboy becomes a lesbian and starts to do it with the female vampire, which, by the way, isn't really all that hot considering it occurs for about three seconds, in which you're closer to ""What the hell?"" then ""Man, that's hot."" If this ever appears in reruns, God forbid, DON'T WATCH IT.",0,negative,0.95
44520,"This film is Engaging and Complex while maintaining simple beauty .Our two characters come together sharing the base of curiosity and loneliness, but it is a springboard for learning these people, they 're life styles and pasts which support this.<br /><br />The two lead actors (Bohl, Brundruge) were in the moment as any two actors I have ever seen. %100 believable, they transport the audience seemingly effortlessly, into their world. The actors' seamless acting teamed with Bechard's Beautiful, realistic dialog and his truthful direction drives the story forward into a striking and moving finale.This film is visual treat- soft ,increasing the intensity of The story. The soundtrack serenades the viewer, soothing yet drawing out the emotional content of the film. I find this project to be nothing short of a masterpiece. intriguing.intense.",1,positive,0.95
44367,"SPOILERS<br /><br />A buddy of mine said NEXT MOVIE was the best Cheech & Chong flick and went out of his way to have me borrow it and THE BLUES BROTHERS. NEXT MOVIE has no plot, has no pacing, really has no anything of what defines a movie ... but it is funny. And for what it is worth, Cheech and Chong show some heart.<br /><br />Well, in this little paragraph I put in the plot, but being that four-fifths of the movie, nothing happens that would usually start a story. I will just say that Cheech 's cousin shows up.<br /><br />Was there no other funnier moment when Chong made Cheech drink the pee twice? What about the rooster? Was that Pee-Wee Herman's first movie appearance? You would have to watch the movie yourself to enjoy it. I don't think NEXT MOVIE has strong enough balls to make it awesome, but the movie has heart and hey, my buddy let me borrow it so it gets a 7.",1,neutral,0.7
48911,"No, there is another !<br /><br />Because every Star Wars fan had to have an opinion about I, II & III and because that opinion was biased since we missed so much the atmosphere and the characters of the original trilogy, I will state the good points of ""The Return of the Jedi"" and a few corresponding bad points of the prequel. Of course, I loved the music, the special effects, the two droids, but this has been overly debated elsewhere.<br /><br />What we get in the original trilogy and in this particular movie : - A strong ecological concern - Anti-militarist positions - Fascinating insights about the Jedi Order and the Force - Cute creatures - Harrison Ford's smile - A killer scene : Near the ending, when Vader looks alternatively at his son and at the Emperor. The lightning of the lethal bolts reflected on his Black helmet. And when he grabs and betrays his Master to save Luke, thereby risking his own life ! Oh, boy !<br /><br />What is wrong in the prequel INMHO : - the whole ""human factor"" element that the original cast was able to push forward is somehow missing - The Force seems to be more about superpowers and somersaults, than about wisdom - Too many Jedis at once and too many Light Sabers on the screen - The lack of experience of a few actors too often threatens the coherence of the plot <br /><br />By the way, if you enjoy the theory of the Force as explained by Obi Web (Obi Wen, I mean) and Yoda, then you should read a few books about Buddhism and the forms it took in Ancient Japan.<br /><br />The magic of Star Wars, IMHO lies mainly in the continuing spiritual heritage from a master to his apprentice, from a father to his son, albeit the difficulties. ""De mon âme à ton âme"", (from my soul to yours), as would write Bejard to the late Zen master T. Deshimaru.",1,neutral,0.85
39889,"I for one was actually expecting this movie to be pretty good, maybe my expectations were a bit to high, but the fact is I love Judd Nelson. In fact he is the only reason this movie is worth watching and really his role isn't all that great. The main highlights of this film are raunchy sex scenes and boring dialog. If those are the highlights I'm sure your getting a pretty good idea of what kind of film this is. There is definitely a reason this was a made for television film. Only see this one if you have nothing better to do on a Friday night or just like to waste money on video rentals. Save your time and rent The Breakfast Club!",0,negative,0.85
